Won Hand,Trials,Reward
5680,14980,2087
5687,14990,2115
5690,15000,2102
5690,15010,2073
5694,15020,2076
5696,15030,2064
5700,15040,2066
5704,15050,2071
5708,15060,2072
5712,15070,2079
5716,15080,2077
5720,15090,2079
5724,15100,2082
5729,15110,2097
5733,15120,2096
5737,15130,2103
5738,15140,2076
5742,15150,2077
5747,15160,2088
5752,15170,2107
5757,15180,2121
5759,15190,2095
5765,15200,2124
5767,15210,2105
5772,15220,2115
5775,15230,2111
5778,15240,2119
5782,15250,2121
5785,15260,2114
5790,15270,2131
5794,15280,2131
5798,15290,2125
5805,15300,2162
5811,15310,2185
5816,15320,2203
5822,15330,2224
5826,15340,2224
5832,15350,2246
5835,15360,2236
5840,15370,2251
5842,15380,2232
5850,15390,2281
5852,15400,2264
5857,15410,2279
5859,15420,2263
5864,15430,2282
5869,15440,2296
5874,15450,2308
5880,15460,2337
5883,15470,2330
5889,15480,2357
5889,15490,2318
5894,15500,2326
5896,15510,2316
5899,15520,2307
5903,15530,2303
5907,15540,2306
5912,15550,2327
5917,15560,2346
5919,15570,2328
5923,15580,2338
5927,15590,2334
5931,15600,2346
5934,15610,2343
5938,15620,2348
5943,15630,2357
5947,15640,2361
5953,15650,2379
5955,15660,2365
5961,15670,2393
5965,15680,2395
5967,15690,2381
5973,15700,2403
5977,15710,2411
5982,15720,2421
5985,15730,2410
5991,15740,2450
5996,15750,2457
5998,15760,2445
6004,15770,2467
6011,15780,2499
6016,15790,2510
6019,15800,2497
6024,15810,2507
6030,15820,2535
6034,15830,2541
6040,15840,2560
6043,15850,2551
6047,15860,2559
6052,15870,2576
6056,15880,2570
6061,15890,2587
6065,15900,2591
6067,15910,2580
6071,15920,2583
6076,15930,2598
6078,15940,2580
6083,15950,2592
6087,15960,2594
6093,15970,2615
6097,15980,2620
6101,15990,2622
6104,16000,2626
6108,16010,2634
6116,16020,2683
6123,16030,2714
6125,16040,2703
6129,16050,2709
6132,16060,2700
6134,16070,2682
6136,16080,2676
6141,16090,2691
6146,16100,2707
6152,16110,2740
6156,16120,2740
6163,16130,2776
6167,16140,2783
6170,16150,2784
6178,16160,2824
6184,16170,2845
6184,16180,2816
6187,16190,2817
6189,16200,2800
6196,16210,2830
6198,16220,2812
6201,16230,2811
6206,16240,2828
6211,16250,2845
6214,16260,2837
6216,16270,2818
6222,16280,2849
6225,16290,2839
6230,16300,2866
6236,16310,2895
6238,16320,2878
6242,16330,2887
6243,16340,2865
6249,16350,2893
6251,16360,2874
6253,16370,2853
6257,16380,2871
6259,16390,2867
6265,16400,2897
6270,16410,2915
6273,16420,2905
6276,16430,2905
6279,16440,2898
6286,16450,2929
6292,16460,2961
6297,16470,2982
6302,16480,2995
6308,16490,3021
6312,16500,3032
6319,16510,3066
6320,16520,3035
6325,16530,3056
6329,16540,3058
6334,16550,3068
6337,16560,3060
6340,16570,3055
6343,16580,3045
6345,16590,3021
6349,16600,3026
6355,16610,3045
6358,16620,3032
6364,16630,3064
6366,16640,3050
6370,16650,3062
6374,16660,3072
6379,16670,3078
6382,16680,3082
6387,16690,3089
6394,16700,3123
6399,16710,3137
6402,16720,3126
6405,16730,3118
6406,16740,3104
6409,16750,3101
6412,16760,3096
6413,16770,3089
6417,16780,3095
6423,16790,3122
6425,16800,3105
6432,16810,3149
6438,16820,3167
6442,16830,3170
6447,16840,3181
6450,16850,3174
6453,16860,3162
6456,16870,3160
6463,16880,3203
6471,16890,3245
6476,16900,3256
6482,16910,3275
6486,16920,3285
6490,16930,3284
6493,16940,3284
6497,16950,3286
6502,16960,3299
6505,16970,3305
6507,16980,3287
6508,16990,3261
6509,17000,3238
6510,17010,3207
6515,17020,3217
6519,17030,3216
6520,17040,3193
6523,17050,3189
6528,17060,3197
6530,17070,3177
6535,17080,3189
6539,17090,3187
6542,17100,3179
6543,17110,3164
6548,17120,3181
6552,17130,3191
6557,17140,3213
6561,17150,3211
6568,17160,3248
6573,17170,3258
6578,17180,3279
6580,17190,3268
6583,17200,3259
6587,17210,3255
6589,17220,3234
6596,17230,3263
6599,17240,3254
6602,17250,3248
6604,17260,3230
6608,17270,3252
6611,17280,3245
6616,17290,3254
6620,17300,3258
6624,17310,3265
6629,17320,3272
6634,17330,3282
6641,17340,3315
6644,17350,3308
6647,17360,3314
6652,17370,3324
6656,17380,3335
6660,17390,3340
6666,17400,3364
6672,17410,3384
6675,17420,3376
6679,17430,3377
6684,17440,3391
6688,17450,3399
6693,17460,3414
6695,17470,3404
6697,17480,3391
6702,17490,3413
6706,17500,3418
6709,17510,3407
6712,17520,3405
6716,17530,3408
6722,17540,3430
6727,17550,3445
6734,17560,3482
6741,17570,3511
6745,17580,3515
6749,17590,3517
6755,17600,3538
6760,17610,3561
6764,17620,3564
6767,17630,3551
6770,17640,3543
6773,17650,3534
6778,17660,3544
6785,17670,3580
6790,17680,3591
6795,17690,3611
6799,17700,3612
6803,17710,3610
6804,17720,3581
6807,17730,3575
6811,17740,3581
6815,17750,3584
6820,17760,3596
6825,17770,3618
6828,17780,3610
6833,17790,3621
6836,17800,3617
6837,17810,3595
6840,17820,3588
6844,17830,3607
6848,17840,3617
6852,17850,3615
6857,17860,3627
6861,17870,3626
6864,17880,3619
6867,17890,3614
6871,17900,3615
6875,17910,3622
6877,17920,3598
6879,17930,3577
6883,17940,3593
6886,17950,3590
6887,17960,3580
6893,17970,3614
6898,17980,3627
6903,17990,3648
6905,18000,3643
6909,18010,3647
6913,18020,3649
6914,18030,3621
6917,18040,3617
6919,18050,3607
6921,18060,3583
6924,18070,3576
6929,18080,3588
6931,18090,3571
6937,18100,3603
6941,18110,3609
6945,18120,3620
6950,18130,3644
6954,18140,3651
6958,18150,3657
6962,18160,3663
6966,18170,3668
6969,18180,3666
6977,18190,3708
6983,18200,3729
6988,18210,3747
6993,18220,3762
6997,18230,3763
6999,18240,3745
7005,18250,3765
7012,18260,3800
7015,18270,3793
7021,18280,3821
7025,18290,3820
7030,18300,3830
7033,18310,3821
7038,18320,3861
7042,18330,3867
7048,18340,3886
7052,18350,3894
7057,18360,3902
7058,18370,3875
7064,18380,3898
7068,18390,3910
7073,18400,3920
7079,18410,3948
7082,18420,3936
7087,18430,3945
7090,18440,3939
7097,18450,3973
7101,18460,3977
7108,18470,4014
7114,18480,4039
7118,18490,4051
7124,18500,4079
7127,18510,4083
7133,18520,4114
7136,18530,4116
7141,18540,4138
7143,18550,4122
7146,18560,4123
7151,18570,4151
7152,18580,4124
7158,18590,4145
7162,18600,4144
7166,18610,4148
7171,18620,4162
7175,18630,4182
7180,18640,4198
7187,18650,4229
7190,18660,4223
7192,18670,4206
7194,18680,4205
7196,18690,4184
7199,18700,4182
7204,18710,4191
7209,18720,4225
7216,18730,4263
7220,18740,4272
7225,18750,4295
7229,18760,4301
7235,18770,4326
7239,18780,4330
7243,18790,4327
7247,18800,4325
7251,18810,4334
7256,18820,4344
7261,18830,4360
7267,18840,4388
7270,18850,4392
7271,18860,4365
7276,18870,4379
7281,18880,4392
7284,18890,4388
7291,18900,4427
7296,18910,4437
7303,18920,4471
7307,18930,4470
7310,18940,4463
7315,18950,4470
7318,18960,4474
7322,18970,4472
7328,18980,4494
7331,18990,4482
7335,19000,4483
7340,19010,4493
7344,19020,4500
7349,19030,4510
7352,19040,4506
7354,19050,4486
7355,19060,4462
7359,19070,4468
7362,19080,4467
7363,19090,4439
7366,19100,4429
7370,19110,4427
7373,19120,4420
7378,19130,4436
7383,19140,4441
7387,19150,4440
7390,19160,4432
7395,19170,4447
7397,19180,4430
7401,19190,4426
7403,19200,4402
7407,19210,4407
7410,19220,4405
7417,19230,4438
7422,19240,4450
7425,19250,4438
7429,19260,4448
7435,19270,4471
7440,19280,4488
7445,19290,4512
7449,19300,4517
7452,19310,4514
7455,19320,4515
7462,19330,4547
7465,19340,4534
7469,19350,4534
7474,19360,4546
7481,19370,4589
7486,19380,4605
7488,19390,4592
7494,19400,4613
7496,19410,4589
7500,19420,4599
7505,19430,4628
7510,19440,4657
7514,19450,4662
7518,19460,4667
7519,19470,4658
7522,19480,4646
7525,19490,4638
7528,19500,4635
7533,19510,4652
7537,19520,4649
7539,19530,4634
7542,19540,4632
7547,19550,4650
7550,19560,4657
7553,19570,4655
7559,19580,4677
7564,19590,4692
7570,19600,4722
7574,19610,4723
7581,19620,4755
7586,19630,4772
7589,19640,4764
7591,19650,4745
7594,19660,4740
7601,19670,4776
7603,19680,4760
7608,19690,4773
7614,19700,4791
7615,19710,4768
7617,19720,4756
7621,19730,4762
7624,19740,4756
7627,19750,4740
7631,19760,4750
7634,19770,4740
7637,19780,4731
7639,19790,4726
7642,19800,4723
7646,19810,4728
7650,19820,4726
7657,19830,4758
7660,19840,4747
7663,19850,4755
7668,19860,4778
7674,19870,4804
7678,19880,4804
7680,19890,4793
7684,19900,4805
7690,19910,4825
7692,19920,4820
7696,19930,4839
7702,19940,4870
7708,19950,4887
7712,19960,4893
7718,19970,4923
7720,19980,4914
7724,19990,4926
7727,20000,4930
7732,20010,4950
7734,20020,4927
7739,20030,4940
7742,20040,4943
7745,20050,4936
7750,20060,4952
7752,20070,4939
7756,20080,4941
7759,20090,4942
7762,20100,4944
7764,20110,4923
7766,20120,4902
7771,20130,4919
7777,20140,4946
7781,20150,4950
7784,20160,4945
7788,20170,4951
7796,20180,4993
7800,20190,4995
7804,20200,4999
7807,20210,4996
7810,20220,4981
7813,20230,4974
7818,20240,4997
7820,20250,4993
7826,20260,5014
7832,20270,5032
7835,20280,5039
7840,20290,5060
7846,20300,5086
7853,20310,5116
7857,20320,5119
7863,20330,5141
7870,20340,5177
7872,20350,5158
7876,20360,5161
7877,20370,5133
7879,20380,5116
7885,20390,5136
7889,20400,5150
7895,20410,5169
7900,20420,5193
7904,20430,5201
7909,20440,5212
7913,20450,5215
7916,20460,5212
7922,20470,5241
7924,20480,5232
7927,20490,5246
7933,20500,5269
7938,20510,5279
7943,20520,5295
7948,20530,5303
7952,20540,5305
7957,20550,5322
7959,20560,5310
7964,20570,5325
7966,20580,5309
7969,20590,5298
7973,20600,5301
7975,20610,5281
7979,20620,5288
7983,20630,5297
7985,20640,5280
7989,20650,5287
7992,20660,5290
7996,20670,5302
8001,20680,5319
8004,20690,5308
8008,20700,5315
8014,20710,5336
8017,20720,5339
8019,20730,5323
8024,20740,5335
8030,20750,5354
8033,20760,5351
8037,20770,5349
8042,20780,5364
8045,20790,5349
8047,20800,5349
8052,20810,5363
8056,20820,5361
8057,20830,5343
8060,20840,5340
8063,20850,5340
8065,20860,5315
8073,20870,5371
8078,20880,5390
8082,20890,5393
8086,20900,5403
8091,20910,5420
8093,20920,5408
8098,20930,5424
8102,20940,5434
8105,20950,5422
8109,20960,5421
8115,20970,5455
8118,20980,5446
8122,20990,5449
8129,21000,5482
8134,21010,5494
8140,21020,5525
8144,21030,5537
8150,21040,5563
8152,21050,5544
8157,21060,5560
8160,21070,5551
8163,21080,5551
8169,21090,5572
8174,21100,5584
8181,21110,5613
8185,21120,5621
8190,21130,5635
8193,21140,5621
8197,21150,5618
8200,21160,5612
8203,21170,5601
8207,21180,5606
8209,21190,5594
8212,21200,5588
8214,21210,5579
8219,21220,5590
8224,21230,5612
8228,21240,5613
8234,21250,5642
8239,21260,5661
8244,21270,5675
8249,21280,5685
8252,21290,5671
8255,21300,5661
8258,21310,5663
8261,21320,5649
8265,21330,5651
8271,21340,5678
8277,21350,5697
8279,21360,5679
8282,21370,5665
8287,21380,5687
8290,21390,5680
8293,21400,5675
8299,21410,5701
8304,21420,5708
8308,21430,5713
8314,21440,5740
8316,21450,5717
8322,21460,5739
8326,21470,5753
8329,21480,5740
8332,21490,5746
8335,21500,5740
8338,21510,5738
8343,21520,5752
8345,21530,5738
8350,21540,5761
8351,21550,5738
8354,21560,5728
8362,21570,5770
8364,21580,5759
8366,21590,5747
8370,21600,5755
8374,21610,5754
8381,21620,5785
8384,21630,5796
8391,21640,5831
8397,21650,5852
8398,21660,5825
8399,21670,5798
8405,21680,5825
8410,21690,5834
8417,21700,5874
8420,21710,5866
8424,21720,5868
8428,21730,5866
8435,21740,5902
8441,21750,5920
8447,21760,5946
8448,21770,5917
8452,21780,5920
8453,21790,5890
8459,21800,5920
8464,21810,5934
8465,21820,5920
8469,21830,5927
8474,21840,5943
8476,21850,5944
8480,21860,5952
8482,21870,5933
8486,21880,5938
8490,21890,5939
8494,21900,5947
8500,21910,5968
8506,21920,5988
8509,21930,5981
8513,21940,5985
8517,21950,5985
8522,21960,6001
8525,21970,5992
8531,21980,6017
8533,21990,6007
8537,22000,6004
8543,22010,6025
8547,22020,6042
8549,22030,6016
8552,22040,6012
8556,22050,6016
8561,22060,6034
8568,22070,6066
8571,22080,6059
8578,22090,6096
8579,22100,6088
8583,22110,6093
8586,22120,6090
8592,22130,6123
8596,22140,6132
8598,22150,6111
8601,22160,6112
8603,22170,6105
8610,22180,6136
8615,22190,6150
8621,22200,6174
8625,22210,6181
8629,22220,6178
8630,22230,6159
8633,22240,6154
8638,22250,6171
8640,22260,6159
8645,22270,6171
8648,22280,6186
8651,22290,6187
8655,22300,6203
8658,22310,6193
8661,22320,6190
8664,22330,6178
8667,22340,6166
8670,22350,6158
8673,22360,6164
8676,22370,6157
8679,22380,6144
8684,22390,6154
8687,22400,6148
8690,22410,6136
8693,22420,6130
8695,22430,6122
8696,22440,6099
8698,22450,6075
8703,22460,6087
8705,22470,6072
8712,22480,6111
8713,22490,6091
8719,22500,6110
8723,22510,6117
8728,22520,6136
8732,22530,6149
8736,22540,6156
8739,22550,6154
8742,22560,6141
8748,22570,6167
8753,22580,6183
8759,22590,6206
8761,22600,6196
8767,22610,6222
8769,22620,6203
8774,22630,6213
8779,22640,6236
8782,22650,6228
8785,22660,6227
8789,22670,6230
8793,22680,6235
8798,22690,6252
8806,22700,6294
8810,22710,6305
8814,22720,6313
8816,22730,6291
8820,22740,6308
8823,22750,6315
8829,22760,6337
8835,22770,6357
8839,22780,6363
8842,22790,6362
8846,22800,6366
8852,22810,6392
8856,22820,6397
8861,22830,6414
8863,22840,6402
8867,22850,6404
8870,22860,6407
8875,22870,6423
8878,22880,6411
8883,22890,6432
8885,22900,6420
8890,22910,6428
8895,22920,6438
8900,22930,6458
8906,22940,6496
8909,22950,6481
8916,22960,6516
8919,22970,6512
8924,22980,6519
8929,22990,6527
8932,23000,6519
8938,23010,6543
8944,23020,6570
8950,23030,6592
8955,23040,6601
8960,23050,6622
8963,23060,6616
8968,23070,6630
8971,23080,6617
8974,23090,6607
8978,23100,6613
8979,23110,6593
8983,23120,6590
8989,23130,6610
8995,23140,6634
9003,23150,6676
9007,23160,6679
9011,23170,6680
9015,23180,6684
9018,23190,6668
9023,23200,6681
9028,23210,6702
9030,23220,6681
9035,23230,6703
9038,23240,6694
9042,23250,6697
9048,23260,6712
9052,23270,6718
9056,23280,6725
9061,23290,6741
9062,23300,6717
9065,23310,6718
9070,23320,6730
9072,23330,6715
9076,23340,6728
9081,23350,6740
9087,23360,6765
9090,23370,6771
9094,23380,6779
9098,23390,6784
9103,23400,6792
9107,23410,6792
9110,23420,6781
9115,23430,6799
9121,23440,6820
9126,23450,6829
9129,23460,6827
9134,23470,6841
9140,23480,6865
9145,23490,6873
9148,23500,6862
9154,23510,6884
9157,23520,6876
9162,23530,6889
9166,23540,6894
9170,23550,6901
9173,23560,6900
9178,23570,6912
9183,23580,6930
9187,23590,6930
9190,23600,6929
9195,23610,6942
9195,23620,6913
9196,23630,6877
9201,23640,6897
9208,23650,6930
9214,23660,6957
9215,23670,6938
9217,23680,6925
9218,23690,6907
9222,23700,6912
9232,23710,6974
9235,23720,6966
9240,23730,6987
9242,23740,6976
9245,23750,6963
9251,23760,6991
9255,23770,6992
9259,23780,7002
9262,23790,6989
9268,23800,7015
9271,23810,7010
9275,23820,7014
9279,23830,7012
9283,23840,7013
9287,23850,7020
9290,23860,7013
9293,23870,7005
9295,23880,6988
9298,23890,6984
9302,23900,6987
9304,23910,6983
9309,23920,7000
9313,23930,7008
9316,23940,6998
9321,23950,7013
9326,23960,7029
9330,23970,7047
9333,23980,7045
9338,23990,7057
9343,24000,7067
9346,24010,7068
9350,24020,7084
9353,24030,7080
9356,24040,7087
9358,24050,7068
9362,24060,7074
9366,24070,7077
9371,24080,7096
9377,24090,7124
9382,24100,7141
9387,24110,7157
9392,24120,7167
9396,24130,7168
9398,24140,7153
9402,24150,7169
9405,24160,7168
9410,24170,7179
9413,24180,7179
9419,24190,7210
9423,24200,7216
9426,24210,7210
9430,24220,7210
9435,24230,7225
9438,24240,7225
9444,24250,7252
9449,24260,7274
9453,24270,7278
9457,24280,7283
9462,24290,7294
9466,24300,7290
9470,24310,7307
9475,24320,7317
9480,24330,7328
9484,24340,7334
9490,24350,7358
9492,24360,7346
9495,24370,7343
9499,24380,7346
9503,24390,7345
9506,24400,7345
9513,24410,7378
9518,24420,7400
9523,24430,7419
9529,24440,7443
9532,24450,7444
9535,24460,7443
9537,24470,7440
9539,24480,7428
9542,24490,7423
9546,24500,7438
9552,24510,7468
9554,24520,7447
9556,24530,7433
9561,24540,7444
9565,24550,7448
9571,24560,7482
9576,24570,7499
9578,24580,7481
9581,24590,7477
9587,24600,7495
9590,24610,7502
9597,24620,7540
9599,24630,7519
9605,24640,7541
9610,24650,7552
9615,24660,7566
9618,24670,7566
9623,24680,7574
9628,24690,7586
9630,24700,7583
9633,24710,7573
9634,24720,7543
9638,24730,7546
9642,24740,7548
9644,24750,7522
9648,24760,7518
9652,24770,7520
9658,24780,7544
9664,24790,7562
9667,24800,7553
9672,24810,7569
9676,24820,7580
9678,24830,7574
9684,24840,7606
9688,24850,7605
9691,24860,7597
9696,24870,7611
9701,24880,7624
9705,24890,7631
9710,24900,7650
9714,24910,7659
9719,24920,7667
9725,24930,7688
9729,24940,7696
9731,24950,7680
9735,24960,7683
9740,24970,7699
9743,24980,7692
9746,24990,7690
9750,25000,7688
9757,25010,7717
9762,25020,7728
9768,25030,7748
9771,25040,7742
9776,25050,7755
9779,25060,7742
9782,25070,7728
9785,25080,7723
9788,25090,7707
9793,25100,7727
9799,25110,7749
9801,25120,7738
9805,25130,7747
9808,25140,7734
9812,25150,7743
9815,25160,7755
9817,25170,7732
9823,25180,7763
9830,25190,7796
9832,25200,7775
9836,25210,7771
9843,25220,7807
9850,25230,7839
9857,25240,7892
9863,25250,7919
9867,25260,7925
9869,25270,7911
9873,25280,7920
9877,25290,7931
9880,25300,7922
9884,25310,7931
9888,25320,7932
9890,25330,7922
9894,25340,7927
9897,25350,7924
9898,25360,7898
9903,25370,7914
9907,25380,7919
9913,25390,7955
9918,25400,7963
9924,25410,7989
9929,25420,7996
9933,25430,8006
9938,25440,8017
9941,25450,8014
9944,25460,8014
9945,25470,7984
9950,25480,7994
9955,25490,8004
9959,25500,8014
9963,25510,8014
9968,25520,8033
9969,25530,7998
9971,25540,7974
9974,25550,7968
9977,25560,7963
9979,25570,7945
9982,25580,7950
9985,25590,7936
9986,25600,7902
9992,25610,7931
9997,25620,7958
10004,25630,7996
10008,25640,7997
10015,25650,8033
10018,25660,8031
10023,25670,8045
10027,25680,8040
10033,25690,8062
10035,25700,8056
10039,25710,8064
10045,25720,8088
10049,25730,8088
10053,25740,8096
10057,25750,8095
10063,25760,8130
10067,25770,8145
10070,25780,8130
10073,25790,8123
10077,25800,8120
10082,25810,8135
10087,25820,8147
10090,25830,8135
10094,25840,8141
10100,25850,8161
10100,25860,8131
10105,25870,8147
10109,25880,8155
10113,25890,8154
10116,25900,8144
10120,25910,8140
10125,25920,8147
10130,25930,8165
10134,25940,8170
10139,25950,8191
10141,25960,8178
10143,25970,8167
10148,25980,8188
10151,25990,8182
10154,26000,8190
10159,26010,8201
10163,26020,8204
10169,26030,8228
10170,26040,8213
10174,26050,8219
10180,26060,8241
10181,26070,8213
10185,26080,8222
10190,26090,8235
10192,26100,8223
10196,26110,8228
10201,26120,8243
10208,26130,8271
10213,26140,8284
10216,26150,8279
10221,26160,8287
10223,26170,8276
10229,26180,8297
10236,26190,8332
10241,26200,8365
10244,26210,8356
10248,26220,8365
10252,26230,8365
10254,26240,8352
10258,26250,8369
10263,26260,8392
10268,26270,8404
10270,26280,8379
10274,26290,8390
10277,26300,8396
10281,26310,8406
10287,26320,8426
10290,26330,8434
10295,26340,8451
10297,26350,8437
10300,26360,8433
10302,26370,8429
10308,26380,8454
10311,26390,8449
10314,26400,8440
10320,26410,8466
10325,26420,8483
10327,26430,8472
10330,26440,8465
10334,26450,8474
10338,26460,8491
10342,26470,8500
10345,26480,8495
10347,26490,8482
10352,26500,8489
10358,26510,8506
10361,26520,8519
10367,26530,8550
10368,26540,8518
10372,26550,8522
10377,26560,8531
10383,26570,8558
10390,26580,8596
10394,26590,8599
10399,26600,8610
10402,26610,8605
10406,26620,8605
10412,26630,8626
10418,26640,8647
10424,26650,8672
10431,26660,8705
10435,26670,8712
10438,26680,8712
10442,26690,8712
10444,26700,8697
10447,26710,8701
10453,26720,8727
10460,26730,8757
10464,26740,8752
10468,26750,8759
10473,26760,8780
10475,26770,8764
10479,26780,8762
10483,26790,8762
10489,26800,8798
10492,26810,8793
10497,26820,8810
10503,26830,8832
10507,26840,8837
10508,26850,8807
10511,26860,8806
10515,26870,8814
10520,26880,8824
10525,26890,8833
10530,26900,8851
10531,26910,8832
10533,26920,8819
10535,26930,8820
10541,26940,8841
10543,26950,8818
10549,26960,8844
10551,26970,8840
10555,26980,8841
10561,26990,8866
10563,27000,8855
10566,27010,8850
10568,27020,8852
10572,27030,8865
10576,27040,8871
10580,27050,8876
10586,27060,8899
10590,27070,8894
10595,27080,8905
10598,27090,8903
10604,27100,8931
10608,27110,8931
10611,27120,8914
10617,27130,8936
10619,27140,8928
10623,27150,8932
10625,27160,8918
10630,27170,8930
10637,27180,8969
10640,27190,8971
10642,27200,8951
10645,27210,8960
10648,27220,8968
10650,27230,8951
10655,27240,8968
10657,27250,8947
10660,27260,8940
10663,27270,8949
10669,27280,8974
10674,27290,8984
10679,27300,8994
10680,27310,8968
10684,27320,8967
10691,27330,9004
10691,27340,8974
10697,27350,8993
10702,27360,9000
10709,27370,9037
10713,27380,9051
10717,27390,9055
10719,27400,9030
10721,27410,9020
10723,27420,9012
10727,27430,9016
10730,27440,9019
10734,27450,9021
10736,27460,9015
10743,27470,9049
10747,27480,9053
10751,27490,9060
10757,27500,9090
10760,27510,9089
10765,27520,9099
10769,27530,9116
10773,27540,9113
10777,27550,9121
10782,27560,9127
10783,27570,9103
10787,27580,9112
10790,27590,9111
10795,27600,9126
10799,27610,9122
10804,27620,9133
10811,27630,9163
10817,27640,9183
10824,27650,9216
10830,27660,9237
10834,27670,9244
10835,27680,9225
10839,27690,9236
10842,27700,9240
10844,27710,9227
10848,27720,9237
10852,27730,9257
10856,27740,9263
10860,27750,9270
10864,27760,9273
10867,27770,9262
10873,27780,9285
10876,27790,9280
10880,27800,9300
10882,27810,9280
10885,27820,9278
10889,27830,9285
10893,27840,9282
10897,27850,9290
10901,27860,9287
10909,27870,9330
10914,27880,9341
10918,27890,9343
10925,27900,9379
10929,27910,9386
10930,27920,9357
10932,27930,9352
10936,27940,9349
10945,27950,9405
10949,27960,9410
10955,27970,9430
10957,27980,9410
10960,27990,9397
10965,28000,9419
10967,28010,9420
10973,28020,9440
10975,28030,9428
10981,28040,9457
10984,28050,9443
10988,28060,9451
10995,28070,9490
11003,28080,9536
11007,28090,9546
11012,28100,9562
11015,28110,9563
11019,28120,9567
11021,28130,9552
11031,28140,9615
11034,28150,9608
11037,28160,9603
11043,28170,9624
11048,28180,9634
11051,28190,9625
11054,28200,9619
11058,28210,9627
11061,28220,9634
11066,28230,9649
11069,28240,9650
11074,28250,9661
11076,28260,9655
11079,28270,9653
11086,28280,9688
11095,28290,9747
11099,28300,9743
11102,28310,9736
11106,28320,9739
11111,28330,9755
11116,28340,9771
11120,28350,9773
11124,28360,9770
11127,28370,9759
11133,28380,9789
11135,28390,9783
11136,28400,9764
11141,28410,9792
11147,28420,9812
11153,28430,9834
11158,28440,9852
11161,28450,9857
11167,28460,9885
11170,28470,9878
11174,28480,9889
11179,28490,9905
11181,28500,9893
11184,28510,9879
11188,28520,9883
11192,28530,9886
11196,28540,9889
11199,28550,9884
11205,28560,9907
11210,28570,9915
11212,28580,9898
11215,28590,9885
11217,28600,9872
11219,28610,9867
11224,28620,9882
11230,28630,9910
11236,28640,9932
11239,28650,9919
11244,28660,9931
11249,28670,9949
11254,28680,9963
11258,28690,9969
11264,28700,9997
11269,28710,10020
11275,28720,10047
11281,28730,10081
11285,28740,10077
11291,28750,10099
11293,28760,10090
11300,28770,10123
11303,28780,10118
11307,28790,10117
11312,28800,10127
11316,28810,10128
11319,28820,10117
11321,28830,10090
11325,28840,10100
11330,28850,10121
11333,28860,10113
11338,28870,10128
11343,28880,10143
11347,28890,10154
11353,28900,10177
11354,28910,10156
11358,28920,10161
11361,28930,10150
11369,28940,10193
11375,28950,10212
11376,28960,10183
11381,28970,10191
11388,28980,10222
11393,28990,10232
11396,29000,10220
11402,29010,10242
11408,29020,10272
11414,29030,10305
11418,29040,10299
11424,29050,10325
11428,29060,10335
11434,29070,10355
11439,29080,10363
11442,29090,10356
11446,29100,10356
11449,29110,10345
11453,29120,10344
11459,29130,10385
11464,29140,10408
11468,29150,10420
11470,29160,10403
11472,29170,10388
11474,29180,10371
11478,29190,10381
11484,29200,10402
11493,29210,10455
11500,29220,10493
11506,29230,10522
11510,29240,10533
11515,29250,10554
11521,29260,10580
11523,29270,10565
11527,29280,10574
11533,29290,10602
11539,29300,10623
11546,29310,10658
11551,29320,10673
11555,29330,10672
11558,29340,10685
11564,29350,10707
11565,29360,10696
11565,29370,10663
11568,29380,10649
11572,29390,10650
11576,29400,10654
11582,29410,10680
11584,29420,10661
11591,29430,10695
11596,29440,10712
11597,29450,10685
11601,29460,10694
11605,29470,10707
11610,29480,10725
11611,29490,10704
11616,29500,10718
11620,29510,10734
11626,29520,10761
11631,29530,10782
11635,29540,10787
11640,29550,10803
11647,29560,10835
11652,29570,10859
11659,29580,10890
11664,29590,10907
11666,29600,10887
11670,29610,10893
11675,29620,10909
11680,29630,10926
11682,29640,10911
11691,29650,10964
11699,29660,11008
11705,29670,11028
11707,29680,11009
11713,29690,11038
11720,29700,11076
11723,29710,11085
11729,29720,11106
11732,29730,11093
11736,29740,11093
11739,29750,11097
11744,29760,11114
11749,29770,11136
11753,29780,11136
11760,29790,11176
11766,29800,11197
11771,29810,11204
11774,29820,11205
11776,29830,11193
11783,29840,11231
11785,29850,11237
11791,29860,11268
11794,29870,11260
11797,29880,11261
11802,29890,11273
11809,29900,11306
11813,29910,11307
11818,29920,11316
11824,29930,11344
11827,29940,11335
11834,29950,11368
11836,29960,11352
11841,29970,11365
11845,29980,11375
11847,29990,11375
11850,30000,11366
11854,30010,11366
11859,30020,11375
11864,30030,11388
11868,30040,11387
11871,30050,11382
11874,30060,11386
11879,30070,11393
11885,30080,11423
11886,30090,11400
11890,30100,11416
11895,30110,11441
11902,30120,11485
11906,30130,11487
11908,30140,11470
11914,30150,11490
11920,30160,11511
11926,30170,11538
11930,30180,11543
11936,30190,11572
11939,30200,11572
11943,30210,11586
11948,30220,11607
11954,30230,11637
11960,30240,11657
11962,30250,11633
11968,30260,11659
11972,30270,11668
11977,30280,11684
11981,30290,11696
11985,30300,11700
11990,30310,11717
11994,30320,11715
11999,30330,11723
12004,30340,11731
12008,30350,11735
12012,30360,11745
12017,30370,11766
12023,30380,11786
12025,30390,11780
12029,30400,11779
12033,30410,11787
12035,30420,11775
12038,30430,11783
12043,30440,11795
12050,30450,11828
12054,30460,11827
12061,30470,11866
12065,30480,11869
12067,30490,11846
12069,30500,11827
12075,30510,11850
