Reward,Won Hand,Trials
-14790,1,7421
-14800,-1,7422
-14810,-1,7422
-14820,-1,7424
-14830,-1,7425
-14840,-1,7426
-14850,-1,7426
-14840,1,7428
-14850,-1,7428
-14850,0,7430
-14840,1,7431
-14850,-1,7431
-14860,-1,7432
-14870,-1,7434
-14860,1,7435
-14870,-1,7435
-14880,-1,7436
-14870,1,7438
-14860,1,7439
-14850,1,7440
-14840,1,7441
-14830,1,7442
-14840,-1,7442
-14830,1,7444
-14840,-1,7445
-14850,-1,7445
-14860,-1,7446
-14850,1,7448
-14860,-1,7448
-14870,-1,7449
-14880,-1,7450
-14870,1,7452
-14860,1,7453
-14870,-1,7454
-14880,-1,7454
-14890,-1,7455
-14900,-1,7456
-14910,-1,7458
-14920,-1,7458
-14930,-1,7460
-14940,-1,7460
-14930,1,7462
-14940,-1,7462
-14940,0,7464
-14930,1,7465
-14920,1,7466
-14930,-1,7466
-14940,-1,7468
-14950,-1,7468
-14960,-1,7469
-14970,-1,7471
-14980,-1,7471
-14990,-1,7472
-15000,-1,7473
-14990,1,7475
-15000,-1,7476
-15010,-1,7476
-15000,1,7478
-15010,-1,7478
-15000,1,7480
-15000,0,7481
-14990,1,7482
-15000,-1,7482
-15000,0,7484
-14990,1,7485
-14980,1,7486
-14970,1,7487
-14980,-1,7487
-14990,-1,7488
-15000,-1,7490
-14990,1,7491
-14980,1,7492
-14970,1,7493
-14980,-1,7494
-14990,-1,7494
-14980,1,7496
-14990,-1,7496
-15000,-1,7497
-14990,1,7499
-14990,0,7500
-15000,-1,7501
-15010,-1,7501
-15010,0,7503
-15020,-1,7504
-15030,-1,7504
-15020,1,7506
-15020,0,7507
-15010,1,7508
-15000,1,7509
-14990,1,7510
-15000,-1,7511
-15010,-1,7512
-15020,-1,7513
-15010,1,7514
-15000,1,7515
-15010,-1,7516
-15000,1,7517
-14990,1,7518
-15000,-1,7519
-15010,-1,7519
-15020,-1,7520
-15030,-1,7521
-15040,-1,7522
-15030,1,7524
-15040,-1,7524
-15050,-1,7526
-15060,-1,7526
-15070,-1,7527
-15080,-1,7528
-15090,-1,7529
-15100,-1,7530
-15110,-1,7531
-15120,-1,7533
-15110,1,7534
-15100,1,7535
-15110,-1,7536
-15120,-1,7536
-15130,-1,7537
-15120,1,7539
-15130,-1,7539
-15140,-1,7541
-15140,0,7542
-15150,-1,7542
-15140,1,7544
-15130,1,7545
-15120,1,7546
-15110,1,7547
-15100,1,7548
-15090,1,7549
-15080,1,7550
-15090,-1,7550
-15100,-1,7551
-15100,0,7553
-15110,-1,7553
-15120,-1,7555
-15110,1,7556
-15110,0,7557
-15120,-1,7557
-15120,0,7559
-15110,1,7560
-15100,1,7561
-15110,-1,7561
-15110,0,7563
-15110,0,7564
-15120,-1,7564
-15130,-1,7566
-15120,1,7567
-15110,1,7568
-15120,-1,7568
-15130,-1,7569
-15140,-1,7571
-15150,-1,7571
-15160,-1,7573
-15160,0,7574
-15170,-1,7575
-15160,1,7576
-15150,1,7577
-15160,-1,7577
-15150,1,7579
-15160,-1,7579
-15150,1,7581
-15140,1,7582
-15150,-1,7583
-15160,-1,7583
-15170,-1,7584
-15160,1,7586
-15170,-1,7587
-15180,-1,7587
-15170,1,7589
-15160,1,7590
-15170,-1,7590
-15160,1,7592
-15170,-1,7592
-15160,1,7594
-15150,1,7595
-15140,1,7596
-15130,1,7597
-15140,-1,7597
-15150,-1,7599
-15160,-1,7599
-15150,1,7601
-15140,1,7602
-15150,-1,7603
-15160,-1,7603
-15160,0,7605
-15170,-1,7606
-15180,-1,7606
-15180,0,7608
-15170,1,7609
-15160,1,7610
-15170,-1,7610
-15170,0,7612
-15180,-1,7613
-15190,-1,7613
-15180,1,7615
-15170,1,7616
-15160,1,7617
-15170,-1,7617
-15160,1,7619
-15170,-1,7619
-15180,-1,7620
-15190,-1,7621
-15180,1,7623
-15170,1,7624
-15160,1,7625
-15170,-1,7625
-15160,1,7627
-15150,1,7628
-15160,-1,7628
-15170,-1,7629
-15160,1,7631
-15170,-1,7632
-15180,-1,7632
-15170,1,7634
-15160,1,7635
-15170,-1,7635
-15160,1,7637
-15170,-1,7638
-15180,-1,7638
-15170,1,7640
-15180,-1,7640
-15190,-1,7641
-15200,-1,7642
-15210,-1,7643
-15200,1,7645
-15190,1,7646
-15180,1,7647
-15170,1,7648
-15180,-1,7649
-15190,-1,7649
-15200,-1,7650
-15210,-1,7651
-15210,0,7653
-15200,1,7654
-15210,-1,7654
-15220,-1,7655
-15230,-1,7657
-15220,1,7658
-15230,-1,7659
-15220,1,7660
-15220,0,7661
-15230,-1,7662
-15240,-1,7662
-15230,1,7664
-15240,-1,7664
-15250,-1,7665
-15260,-1,7666
-15270,-1,7667
-15260,1,7669
-15250,1,7670
-15240,1,7671
-15230,1,7672
-15220,1,7673
-15210,1,7674
-15220,-1,7675
-15230,-1,7675
-15220,1,7677
-15230,-1,7677
-15240,-1,7678
-15250,-1,7679
-15250,0,7681
-15240,1,7682
-15250,-1,7683
-15240,1,7684
-15240,0,7685
-15250,-1,7685
-15240,1,7687
-15230,1,7688
-15240,-1,7688
-15250,-1,7689
-15260,-1,7690
-15270,-1,7691
-15280,-1,7692
-15290,-1,7694
-15300,-1,7694
-15290,1,7696
-15300,-1,7697
-15310,-1,7697
-15320,-1,7698
-15330,-1,7700
-15340,-1,7700
-15350,-1,7702
-15360,-1,7702
-15350,1,7704
-15360,-1,7705
-15370,-1,7705
-15360,1,7707
-15370,-1,7707
-15360,1,7709
-15350,1,7710
-15360,-1,7711
-15350,1,7712
-15340,1,7713
-15330,1,7714
-15320,1,7715
-15330,-1,7715
-15340,-1,7716
-15340,0,7718
-15330,1,7719
-15320,1,7720
-15330,-1,7720
-15340,-1,7721
-15350,-1,7722
-15340,1,7724
-15350,-1,7724
-15340,1,7726
-15350,-1,7726
-15360,-1,7727
-15350,1,7729
-15340,1,7730
-15350,-1,7731
-15340,1,7732
-15350,-1,7732
-15360,-1,7734
-15370,-1,7734
-15360,1,7736
-15370,-1,7736
-15360,1,7738
-15370,-1,7738
-15360,1,7740
-15350,1,7741
-15360,-1,7741
-15370,-1,7742
-15360,1,7744
-15350,1,7745
-15340,1,7746
-15350,-1,7747
-15340,1,7748
-15330,1,7749
-15320,1,7750
-15330,-1,7750
-15320,1,7752
-15330,-1,7752
-15320,1,7754
-15330,-1,7755
-15340,-1,7755
-15350,-1,7757
-15360,-1,7757
-15350,1,7759
-15360,-1,7759
-15370,-1,7761
-15380,-1,7762
-15380,0,7763
-15380,0,7764
-15390,-1,7764
-15380,1,7766
-15390,-1,7766
-15400,-1,7768
-15410,-1,7768
-15400,1,7770
-15390,1,7771
-15380,1,7772
-15380,0,7773
-15390,-1,7773
-15400,-1,7774
-15400,0,7776
-15410,-1,7776
-15420,-1,7777
-15410,1,7779
-15420,-1,7780
-15410,1,7781
-15400,1,7782
-15410,-1,7783
-15420,-1,7783
-15410,1,7785
-15400,1,7786
-15390,1,7787
-15400,-1,7787
-15410,-1,7788
-15420,-1,7789
-15430,-1,7790
-15440,-1,7791
-15430,1,7793
-15440,-1,7793
-15430,1,7795
-15440,-1,7795
-15450,-1,7797
-15440,1,7798
-15430,1,7799
-15420,1,7800
-15430,-1,7800
-15420,1,7802
-15430,-1,7802
-15440,-1,7803
-15430,1,7805
-15420,1,7806
-15410,1,7807
-15400,1,7808
-15390,1,7809
-15380,1,7810
-15370,1,7811
-15360,1,7812
-15370,-1,7812
-15380,-1,7813
-15370,1,7815
-15380,-1,7816
-15390,-1,7816
-15390,0,7818
-15380,1,7819
-15380,0,7820
-15390,-1,7820
-15400,-1,7821
-15390,1,7823
-15380,1,7824
-15370,1,7825
-15380,-1,7825
-15390,-1,7826
-15380,1,7828
-15370,1,7829
-15380,-1,7829
-15370,1,7831
-15360,1,7832
-15350,1,7833
-15340,1,7834
-15330,1,7835
-15340,-1,7835
-15350,-1,7836
-15360,-1,7837
-15370,-1,7839
-15360,1,7840
-15370,-1,7840
-15360,1,7842
-15360,0,7843
-15370,-1,7843
-15380,-1,7844
-15390,-1,7845
-15400,-1,7847
-15410,-1,7847
-15400,1,7849
-15410,-1,7849
-15400,1,7851
-15390,1,7852
-15380,1,7853
-15390,-1,7853
-15380,1,7855
-15390,-1,7855
-15400,-1,7857
-15410,-1,7857
-15410,0,7859
-15420,-1,7859
-15430,-1,7860
-15440,-1,7862
-15450,-1,7862
-15450,0,7864
-15440,1,7865
-15450,-1,7865
-15460,-1,7866
-15470,-1,7868
-15480,-1,7869
-15470,1,7870
-15470,0,7871
-15460,1,7872
-15450,1,7873
-15440,1,7874
-15430,1,7875
-15420,1,7876
-15430,-1,7876
-15420,1,7878
-15420,0,7879
-15430,-1,7880
-15420,1,7881
-15430,-1,7881
-15420,1,7883
-15430,-1,7883
-15420,1,7885
-15430,-1,7885
-15430,0,7887
-15420,1,7888
-15430,-1,7888
-15420,1,7890
-15420,0,7891
-15410,1,7892
-15420,-1,7892
-15410,1,7894
-15420,-1,7894
-15430,-1,7895
-15440,-1,7896
-15430,1,7898
-15440,-1,7898
-15450,-1,7900
-15440,1,7901
-15450,-1,7902
-15440,1,7903
-15450,-1,7903
-15460,-1,7904
-15470,-1,7905
-15460,1,7907
-15470,-1,7908
-15480,-1,7909
-15490,-1,7909
-15500,-1,7910
-15510,-1,7911
-15500,1,7913
-15510,-1,7913
-15520,-1,7914
-15510,1,7916
-15500,1,7917
-15510,-1,7918
-15500,1,7919
-15510,-1,7919
-15520,-1,7920
-15510,1,7922
-15520,-1,7923
-15530,-1,7923
-15540,-1,7924
-15550,-1,7926
-15540,1,7927
-15550,-1,7927
-15540,1,7929
-15550,-1,7930
-15560,-1,7930
-15570,-1,7931
-15580,-1,7933
-15590,-1,7934
-15580,1,7935
-15580,0,7936
-15590,-1,7936
-15580,1,7938
-15590,-1,7939
-15600,-1,7940
-15590,1,7941
-15600,-1,7942
-15610,-1,7942
-15620,-1,7943
-15630,-1,7944
-15640,-1,7945
-15650,-1,7947
-15660,-1,7947
-15670,-1,7948
-15660,1,7950
-15650,1,7951
-15660,-1,7952
-15670,-1,7952
-15670,0,7954
-15680,-1,7955
-15690,-1,7956
-15680,1,7957
-15690,-1,7958
-15680,1,7959
-15690,-1,7959
-15700,-1,7960
-15710,-1,7962
-15700,1,7963
-15710,-1,7963
-15720,-1,7965
-15730,-1,7965
-15720,1,7967
-15710,1,7968
-15720,-1,7968
-15730,-1,7969
-15740,-1,7970
-15750,-1,7971
-15760,-1,7972
-15770,-1,7973
-15780,-1,7975
-15790,-1,7975
-15800,-1,7977
-15790,1,7978
-15780,1,7979
-15770,1,7980
-15780,-1,7980
-15790,-1,7982
-15780,1,7983
-15770,1,7984
-15780,-1,7984
-15790,-1,7985
-15800,-1,7986
-15790,1,7988
-15800,-1,7989
-15810,-1,7989
-15800,1,7991
-15810,-1,7991
-15800,1,7993
-15790,1,7994
-15780,1,7995
-15790,-1,7995
-15800,-1,7997
-15810,-1,7997
-15810,0,7999
-15800,1,8000
-15810,-1,8001
-15820,-1,8001
-15810,1,8003
-15820,-1,8003
-15830,-1,8004
-15840,-1,8005
-15850,-1,8007
-15860,-1,8007
-15850,1,8009
-15860,-1,8009
-15870,-1,8010
-15860,1,8012
-15850,1,8013
-15860,-1,8014
-15870,-1,8014
-15880,-1,8016
-15870,1,8017
-15880,-1,8017
-15890,-1,8019
-15880,1,8020
-15890,-1,8020
-15900,-1,8021
-15890,1,8023
-15900,-1,8023
-15890,1,8025
-15880,1,8026
-15870,1,8027
-15860,1,8028
-15870,-1,8028
-15880,-1,8030
-15870,1,8031
-15860,1,8032
-15860,0,8033
-15850,1,8034
-15860,-1,8035
-15870,-1,8036
-15860,1,8037
-15870,-1,8037
-15880,-1,8038
-15870,1,8040
-15880,-1,8040
-15890,-1,8041
-15890,0,8043
-15880,1,8044
-15870,1,8045
-15880,-1,8046
-15890,-1,8046
-15880,1,8048
-15870,1,8049
-15880,-1,8049
-15870,1,8051
-15860,1,8052
-15850,1,8053
-15840,1,8054
-15850,-1,8054
-15860,-1,8056
-15870,-1,8056
-15860,1,8058
-15850,1,8059
-15840,1,8060
-15850,-1,8060
-15860,-1,8061
-15850,1,8063
-15860,-1,8063
-15870,-1,8065
-15860,1,8066
-15870,-1,8066
-15860,1,8068
-15850,1,8069
-15850,0,8070
-15860,-1,8070
-15870,-1,8072
-15880,-1,8072
-15890,-1,8073
-15900,-1,8074
-15910,-1,8075
-15910,0,8077
-15900,1,8078
-15910,-1,8078
-15920,-1,8079
-15930,-1,8081
-15920,1,8082
-15930,-1,8082
-15940,-1,8084
-15950,-1,8085
-15940,1,8086
-15950,-1,8086
-15960,-1,8087
-15950,1,8089
-15940,1,8090
-15930,1,8091
-15940,-1,8092
-15950,-1,8092
-15960,-1,8093
-15970,-1,8094
-15980,-1,8095
-15990,-1,8096
-16000,-1,8098
-16010,-1,8098
-16020,-1,8099
-16030,-1,8100
-16040,-1,8102
-16050,-1,8102
-16060,-1,8104
-16050,1,8105
-16060,-1,8105
-16070,-1,8107
-16080,-1,8107
-16090,-1,8108
-16080,1,8110
-16070,1,8111
-16060,1,8112
-16070,-1,8112
-16080,-1,8114
-16090,-1,8114
-16100,-1,8115
-16110,-1,8117
-16110,0,8118
-16120,-1,8119
-16130,-1,8120
-16120,1,8121
-16130,-1,8121
-16140,-1,8122
-16130,1,8124
-16140,-1,8125
-16130,1,8126
-16120,1,8127
-16110,1,8128
-16120,-1,8128
-16110,1,8130
-16120,-1,8131
-16130,-1,8131
-16120,1,8133
-16110,1,8134
-16100,1,8135
-16110,-1,8135
-16100,1,8137
-16110,-1,8138
-16120,-1,8138
-16130,-1,8139
-16120,1,8141
-16130,-1,8142
-16120,1,8143
-16130,-1,8143
-16120,1,8145
-16130,-1,8146
-16140,-1,8146
-16130,1,8148
-16120,1,8149
-16110,1,8150
-16100,1,8151
-16110,-1,8151
-16120,-1,8152
-16130,-1,8153
-16140,-1,8155
-16150,-1,8155
-16160,-1,8156
-16150,1,8158
-16160,-1,8159
-16150,1,8160
-16160,-1,8160
-16170,-1,8161
-16160,1,8163
-16170,-1,8163
-16170,0,8165
-16180,-1,8165
-16190,-1,8166
-16180,1,8168
-16190,-1,8168
-16200,-1,8169
-16210,-1,8170
-16210,0,8172
-16200,1,8173
-16190,1,8174
-16180,1,8175
-16190,-1,8176
-16200,-1,8176
-16190,1,8178
-16190,0,8179
-16180,1,8180
-16190,-1,8181
-16200,-1,8181
-16210,-1,8182
-16220,-1,8183
-16230,-1,8185
-16240,-1,8185
-16240,0,8187
-16230,1,8188
-16240,-1,8188
-16250,-1,8189
-16260,-1,8190
-16270,-1,8192
-16260,1,8193
-16250,1,8194
-16260,-1,8195
-16270,-1,8195
-16280,-1,8196
-16270,1,8198
-16260,1,8199
-16250,1,8200
-16240,1,8201
-16250,-1,8202
-16260,-1,8202
-16270,-1,8204
-16260,1,8205
-16270,-1,8205
-16260,1,8207
-16270,-1,8208
-16280,-1,8208
-16270,1,8210
-16260,1,8211
-16270,-1,8212
-16280,-1,8212
-16270,1,8214
-16280,-1,8215
-16290,-1,8215
-16300,-1,8216
-16290,1,8218
-16300,-1,8218
-16290,1,8220
-16300,-1,8220
-16290,1,8222
-16300,-1,8222
-16310,-1,8223
-16300,1,8225
-16300,0,8226
-16310,-1,8226
-16320,-1,8227
-16310,1,8229
-16320,-1,8230
-16310,1,8231
-16320,-1,8232
-16330,-1,8232
-16340,-1,8233
-16330,1,8235
-16320,1,8236
-16310,1,8237
-16310,0,8238
-16310,0,8239
-16320,-1,8240
-16310,1,8241
-16320,-1,8241
-16330,-1,8243
-16340,-1,8243
-16330,1,8245
-16340,-1,8246
-16350,-1,8246
-16340,1,8248
-16350,-1,8248
-16350,0,8250
-16360,-1,8250
-16370,-1,8252
-16360,1,8253
-16350,1,8254
-16340,1,8255
-16330,1,8256
-16320,1,8257
-16330,-1,8257
-16320,1,8259
-16310,1,8260
-16320,-1,8261
-16320,0,8262
-16310,1,8263
-16300,1,8264
-16310,-1,8264
-16300,1,8266
-16310,-1,8266
-16300,1,8268
-16290,1,8269
-16280,1,8270
-16290,-1,8270
-16300,-1,8271
-16290,1,8273
-16280,1,8274
-16290,-1,8274
-16280,1,8276
-16290,-1,8276
-16280,1,8278
-16290,-1,8279
-16280,1,8280
-16270,1,8281
-16260,1,8282
-16270,-1,8282
-16280,-1,8283
-16270,1,8285
-16260,1,8286
-16250,1,8287
-16260,-1,8288
-16250,1,8289
-16260,-1,8289
-16270,-1,8290
-16270,0,8292
-16260,1,8293
-16250,1,8294
-16240,1,8295
-16230,1,8296
-16220,1,8297
-16210,1,8298
-16220,-1,8298
-16210,1,8300
-16220,-1,8300
-16230,-1,8301
-16240,-1,8302
-16250,-1,8303
-16240,1,8305
-16230,1,8306
-16240,-1,8306
-16250,-1,8307
-16260,-1,8308
-16250,1,8310
-16260,-1,8310
-16270,-1,8311
-16260,1,8313
-16250,1,8314
-16260,-1,8314
-16250,1,8316
-16260,-1,8316
-16270,-1,8318
-16280,-1,8318
-16290,-1,8319
-16280,1,8321
-16290,-1,8321
-16280,1,8323
-16270,1,8324
-16260,1,8325
-16270,-1,8325
-16260,1,8327
-16270,-1,8328
-16280,-1,8329
-16290,-1,8329
-16300,-1,8330
-16290,1,8332
-16300,-1,8332
-16310,-1,8334
-16320,-1,8334
-16330,-1,8335
-16320,1,8337
-16310,1,8338
-16310,0,8339
-16310,0,8340
-16300,1,8341
-16290,1,8342
-16300,-1,8343
-16290,1,8344
-16300,-1,8344
-16290,1,8346
-16280,1,8347
-16290,-1,8347
-16280,1,8349
-16270,1,8350
-16280,-1,8350
-16290,-1,8351
-16280,1,8353
-16290,-1,8354
-16280,1,8355
-16270,1,8356
-16280,-1,8356
-16280,0,8358
-16280,0,8359
-16280,0,8360
-16290,-1,8361
-16280,1,8362
-16290,-1,8362
-16300,-1,8363
-16290,1,8365
-16300,-1,8365
-16290,1,8367
-16300,-1,8367
-16290,1,8369
-16300,-1,8369
-16310,-1,8370
-16300,1,8372
-16310,-1,8372
-16320,-1,8373
-16310,1,8375
-16300,1,8376
-16310,-1,8376
-16300,1,8378
-16310,-1,8379
-16320,-1,8379
-16330,-1,8380
-16320,1,8382
-16330,-1,8382
-16340,-1,8384
-16330,1,8385
-16340,-1,8385
-16350,-1,8386
-16360,-1,8388
-16350,1,8389
-16360,-1,8389
-16350,1,8391
-16350,0,8392
-16360,-1,8392
-16360,0,8394
-16370,-1,8395
-16360,1,8396
-16350,1,8397
-16360,-1,8397
-16350,1,8399
-16360,-1,8399
-16350,1,8401
-16340,1,8402
-16350,-1,8402
-16340,1,8404
-16330,1,8405
-16340,-1,8406
-16350,-1,8407
-16340,1,8408
-16350,-1,8408
-16360,-1,8409
-16370,-1,8410
-16360,1,8412
-16350,1,8413
-16360,-1,8414
-16370,-1,8414
-16380,-1,8416
-16390,-1,8416
-16380,1,8418
-16380,0,8419
-16390,-1,8419
-16380,1,8421
-16390,-1,8421
-16400,-1,8423
-16410,-1,8423
-16400,1,8425
-16390,1,8426
-16400,-1,8426
-16410,-1,8427
-16400,1,8429
-16410,-1,8430
-16400,1,8431
-16390,1,8432
-16400,-1,8432
-16390,1,8434
-16400,-1,8434
-16390,1,8436
-16380,1,8437
-16370,1,8438
-16380,-1,8438
-16390,-1,8439
-16400,-1,8440
-16390,1,8442
-16400,-1,8442
-16410,-1,8443
-16400,1,8445
-16410,-1,8445
-16410,0,8447
-16420,-1,8448
-16430,-1,8448
-16440,-1,8449
-16450,-1,8450
-16460,-1,8452
-16470,-1,8452
-16480,-1,8453
-16490,-1,8455
-16500,-1,8456
-16490,1,8457
-16480,1,8458
-16470,1,8459
-16480,-1,8459
-16470,1,8461
-16480,-1,8461
-16470,1,8463
-16460,1,8464
-16470,-1,8464
-16480,-1,8466
-16490,-1,8466
-16500,-1,8467
-16510,-1,8468
-16520,-1,8470
-16510,1,8471
-16510,0,8472
-16520,-1,8472
-16510,1,8474
-16520,-1,8474
-16530,-1,8475
-16540,-1,8476
-16530,1,8478
-16540,-1,8478
-16550,-1,8480
-16550,0,8481
-16560,-1,8481
-16570,-1,8482
-16560,1,8484
-16570,-1,8484
-16580,-1,8485
-16570,1,8487
-16560,1,8488
-16550,1,8489
-16540,1,8490
-16550,-1,8491
-16540,1,8492
-16550,-1,8492
-16540,1,8494
-16550,-1,8494
-16560,-1,8495
-16550,1,8497
-16540,1,8498
-16540,0,8499
-16530,1,8500
-16520,1,8501
-16530,-1,8501
-16520,1,8503
-16510,1,8504
-16510,0,8505
-16520,-1,8505
-16510,1,8507
-16520,-1,8507
-16530,-1,8508
-16520,1,8510
-16530,-1,8510
-16540,-1,8512
-16550,-1,8512
-16540,1,8514
-16540,0,8515
-16550,-1,8516
-16560,-1,8516
-16550,1,8518
-16550,0,8519
-16560,-1,8520
-16550,1,8521
-16560,-1,8521
-16570,-1,8523
-16560,1,8524
-16570,-1,8524
-16580,-1,8525
-16580,0,8527
-16570,1,8528
-16580,-1,8528
-16590,-1,8529
-16580,1,8531
-16570,1,8532
-16560,1,8533
-16560,0,8534
-16570,-1,8534
-16570,0,8536
-16580,-1,8536
-16570,1,8538
-16560,1,8539
-16570,-1,8539
-16580,-1,8540
-16570,1,8542
-16570,0,8543
-16580,-1,8543
-16570,1,8545
-16580,-1,8545
-16590,-1,8546
-16600,-1,8547
-16610,-1,8548
-16600,1,8550
-16590,1,8551
-16600,-1,8551
-16610,-1,8553
-16600,1,8554
-16610,-1,8555
-16600,1,8556
-16610,-1,8556
-16600,1,8558
-16610,-1,8558
-16610,0,8560
-16600,1,8561
-16610,-1,8562
-16600,1,8563
-16610,-1,8563
-16600,1,8565
-16590,1,8566
-16580,1,8567
-16570,1,8568
-16560,1,8569
-16550,1,8570
-16560,-1,8570
-16560,0,8572
-16550,1,8573
-16560,-1,8574
-16550,1,8575
-16560,-1,8575
-16550,1,8577
-16560,-1,8577
-16550,1,8579
-16560,-1,8579
-16550,1,8581
-16540,1,8582
-16530,1,8583
-16520,1,8584
-16520,0,8585
-16530,-1,8586
-16540,-1,8586
-16550,-1,8588
-16560,-1,8588
-16570,-1,8589
-16580,-1,8591
-16580,0,8592
-16570,1,8593
-16560,1,8594
-16570,-1,8594
-16580,-1,8595
-16590,-1,8596
-16590,0,8598
-16600,-1,8598
-16600,0,8600
-16610,-1,8601
-16600,1,8602
-16590,1,8603
-16580,1,8604
-16570,1,8605
-16560,1,8606
-16570,-1,8606
-16560,1,8608
-16570,-1,8608
-16580,-1,8609
-16590,-1,8610
-16580,1,8612
-16580,0,8613
-16590,-1,8613
-16580,1,8615
-16590,-1,8615
-16600,-1,8616
-16610,-1,8617
-16620,-1,8618
-16610,1,8620
-16620,-1,8621
-16630,-1,8621
-16640,-1,8622
-16630,1,8624
-16640,-1,8624
-16650,-1,8625
-16640,1,8627
-16650,-1,8627
-16640,1,8629
-16630,1,8630
-16640,-1,8630
-16630,1,8632
-16620,1,8633
-16630,-1,8633
-16640,-1,8634
-16630,1,8636
-16630,0,8637
-16620,1,8638
-16630,-1,8638
-16620,1,8640
-16630,-1,8640
-16620,1,8642
-16630,-1,8642
-16630,0,8644
-16640,-1,8644
-16650,-1,8646
-16660,-1,8646
-16670,-1,8647
-16680,-1,8648
-16690,-1,8650
-16680,1,8651
-16690,-1,8651
-16700,-1,8652
-16710,-1,8653
-16700,1,8655
-16710,-1,8656
-16700,1,8657
-16690,1,8658
-16700,-1,8659
-16690,1,8660
-16700,-1,8660
-16690,1,8662
-16700,-1,8663
-16700,0,8664
-16710,-1,8664
-16720,-1,8665
-16730,-1,8666
-16720,1,8668
-16720,0,8669
-16710,1,8670
-16700,1,8671
-16690,1,8672
-16700,-1,8672
-16710,-1,8674
-16720,-1,8674
-16710,1,8676
-16700,1,8677
-16710,-1,8677
-16720,-1,8678
-16730,-1,8679
-16720,1,8681
-16730,-1,8682
-16740,-1,8682
-16730,1,8684
-16740,-1,8685
-16740,0,8686
-16740,0,8687
-16750,-1,8687
-16760,-1,8688
-16750,1,8690
-16740,1,8691
-16750,-1,8691
-16740,1,8693
-16740,0,8694
-16730,1,8695
-16740,-1,8696
-16730,1,8697
-16740,-1,8698
-16740,0,8699
-16750,-1,8700
-16750,0,8701
-16760,-1,8702
-16770,-1,8702
-16780,-1,8703
-16790,-1,8705
-16800,-1,8705
-16790,1,8707
-16780,1,8708
-16790,-1,8708
-16790,0,8710
-16780,1,8711
-16770,1,8712
-16760,1,8713
-16750,1,8714
-16750,0,8715
-16740,1,8716
-16750,-1,8717
-16740,1,8718
-16730,1,8719
-16740,-1,8719
-16730,1,8721
-16740,-1,8721
-16750,-1,8722
-16740,1,8724
-16750,-1,8725
-16740,1,8726
-16750,-1,8726
-16740,1,8728
-16730,1,8729
-16720,1,8730
-16710,1,8731
-16720,-1,8731
-16720,0,8733
-16730,-1,8733
-16740,-1,8735
-16730,1,8736
-16740,-1,8737
-16730,1,8738
-16740,-1,8738
-16750,-1,8739
-16760,-1,8740
-16750,1,8742
-16740,1,8743
-16730,1,8744
-16740,-1,8745
-16740,0,8746
-16730,1,8747
-16720,1,8748
-16730,-1,8748
-16740,-1,8749
-16750,-1,8750
-16760,-1,8751
-16750,1,8753
-16760,-1,8754
-16750,1,8755
-16760,-1,8756
-16770,-1,8757
-16780,-1,8757
-16770,1,8759
-16770,0,8760
-16780,-1,8760
-16790,-1,8761
-16800,-1,8762
-16790,1,8764
-16800,-1,8765
-16790,1,8766
-16780,1,8767
-16780,0,8768
-16790,-1,8769
-16800,-1,8769
-16810,-1,8771
-16820,-1,8771
-16830,-1,8772
-16840,-1,8773
-16850,-1,8775
-16860,-1,8775
-16850,1,8777
-16860,-1,8777
-16850,1,8779
-16860,-1,8779
-16860,0,8781
-16850,1,8782
-16860,-1,8782
-16870,-1,8783
-16870,0,8785
-16870,0,8786
-16860,1,8787
-16870,-1,8788
-16870,0,8789
-16860,1,8790
-16870,-1,8790
-16870,0,8792
-16880,-1,8793
-16870,1,8794
-16870,0,8795
-16880,-1,8795
-16880,0,8797
-16870,1,8798
-16860,1,8799
-16860,0,8800
-16850,1,8801
-16840,1,8802
-16830,1,8803
-16840,-1,8804
-16840,0,8805
-16840,0,8806
-16850,-1,8806
-16860,-1,8808
-16870,-1,8808
-16880,-1,8810
-16890,-1,8810
-16900,-1,8811
-16900,0,8813
-16890,1,8814
-16900,-1,8815
-16890,1,8816
-16900,-1,8817
-16910,-1,8817
-16900,1,8819
-16910,-1,8819
-16920,-1,8820
-16930,-1,8822
-16940,-1,8823
-16950,-1,8823
-16960,-1,8824
-16970,-1,8825
-16970,0,8827
-16960,1,8828
-16950,1,8829
-16940,1,8830
-16950,-1,8831
-16960,-1,8832
-16970,-1,8832
-16980,-1,8833
-16990,-1,8835
-16980,1,8836
-16990,-1,8836
-17000,-1,8837
-17010,-1,8839
-17000,1,8840
-17000,0,8841
-17010,-1,8841
-17020,-1,8843
-17030,-1,8843
-17020,1,8845
-17030,-1,8846
-17020,1,8847
-17030,-1,8847
-17040,-1,8848
-17050,-1,8850
-17060,-1,8850
-17070,-1,8852
-17080,-1,8852
-17070,1,8854
-17080,-1,8855
-17090,-1,8856
-17080,1,8857
-17090,-1,8858
-17080,1,8859
-17070,1,8860
-17080,-1,8860
-17070,1,8862
-17060,1,8863
-17050,1,8864
-17050,0,8865
-17040,1,8866
-17050,-1,8866
-17060,-1,8867
-17050,1,8869
-17060,-1,8869
-17070,-1,8870
-17080,-1,8871
-17090,-1,8872
-17100,-1,8873
-17090,1,8875
-17080,1,8876
-17070,1,8877
-17080,-1,8877
-17090,-1,8878
-17100,-1,8879
-17110,-1,8880
-17120,-1,8882
-17130,-1,8882
-17140,-1,8884
-17150,-1,8885
